08-20 02:51:23.546     0     0 I I00000/HiLog: ========Zeroth log of type: init
09-17 10:59:00.055  5598  5598 I A0FF00/com.huawei.hmos.hsdr/NetUtils: getNetType, BEARER_WIFI
09-17 10:59:00.055  5598  5598 I A0FF00/com.huawei.hmos.hsdr/TrafficHelper: updateTraffic, begin
09-17 10:59:00.056  5598  5598 I A0FF00/com.huawei.hmos.hsdr/HSDRDataManager: getValue, Succeeded in getting key trafficBearerWifi value 3575106
09-17 10:59:00.058  5598  5598 I A0FF00/com.huawei.hmos.hsdr/HSDRDataManager: putEntry, Succeeded in putting key trafficBearerWifi value 3617152
09-17 10:59:00.059  5598  5598 I A0FF00/com.huawei.hmos.hsdr/TrafficHelper: updateTraffic, finish
09-17 10:59:00.059  5598  5598 I A0FF00/com.huawei.hmos.hsdr/TrafficHelper: updateDefaultTraffic, finish
09-17 10:59:00.059  5598  5598 I A0FF00/com.huawei.hmos.hsdr/WorkManager: release, end
09-17 10:59:00.059  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:00.059  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:14 have no task
09-17 10:59:00.068  5598  5598 I A0FF00/com.huawei.hmos.hsdr/HSDRService: onDestroy, begin
09-17 10:59:00.068  5598  5598 I A0FF00/com.huawei.hmos.hsdr/TimeManager: clearTimeout, HSDRService timeout is cleared
09-17 10:59:00.068  5598  5598 I A0FF00/com.huawei.hmos.hsdr/TimeManagerUtils: removeTimeManager, HSDRService isDeleted: true
09-17 10:59:00.096  2662  2662 W A01A00/com.ohos.sceneboard/SYS_UI: AppLifeCycleManager: onProcessDied, uid: 20020106, bundleName: com.huawei.hmos.hsdr, pid: 5598
09-17 10:59:01.064  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:01.064  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:15 have no task
09-17 10:59:02.068  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:02.068  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:16 have no task
09-17 10:59:02.210   720  1234 I A02700/multimodalinput/osfingersense: Acc read ok
09-17 10:59:02.210   720  1234 I A02700/multimodalinput/osfingersense: osf: wait tp event in
09-17 10:59:02.212   720  1195 E A02700/multimodalinput/osfingersense: osf: phone fold is, 1
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: fingersense_classify_touch: entrance status_1 down-id: 0
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: osf: acc1 2
09-17 10:59:02.212   720  1195 D A02700/multimodalinput/osfingersense: acc error data count is 3, the duplicate value is -4112
09-17 10:59:02.212   720  1195 E A02700/multimodalinput/osfingersense: Acc pack start-4112 -4108 -4112 -4112 -4112 -4104 -4100 -4100 -4096 -4096 -4092 -4088 -4092 -4100 -4100 -4108 -4120 -4112 -4100 -4092 -4092 -4084 -4080 -4084 -4092 -4100 -4092 -4088 -4088 -4088 -4092 -4104 -4104 -4096 -4100 -4092 -4080 -4088 -4092 -4096 -4088 -4088 -4096 -4104 -4100 -4108 -4112 -4108 -4112 -4116 -4124 -4116 -4112 -4124 -4112 -4112 -4112 -4108 -4104 -4096 -4100 -4100 -4096 -4104 -4100 -4096 -4112 -4104 -4096 -4104 -4104 -4100 -4100 -4108 -4100 -4096 -4104 -4112 -4108 -4108 -4112 -4116 -4116 -4116 -4120 -4116 -4116 -4112 -4100 -4108 -4116 -4108 -4104 -4104 -4100 -4108 -4116 -4116 -4148 -4164 -4136 -4200 -4344 -4448 -4588 -4752 -4876 -4976 -5064 -5116 -5132 -5132 -5120 -5084 -5044 -5012 -4956 -4876 -4784 -4680 -4560 -4440 -4328 -4208 -4108 -4032 -3968 -3932Acc pack end
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: fingersense_classify_touch: B--G
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: varAccRemoveBase : 0.053939 ret : -1
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: kr: ppvAcc is 0.292969,ppvAccThr is 0.560000.
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: fingersense_classify_touch acc model off
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: fingersense_classify_touch: Part IV
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: Part IV B
09-17 10:59:02.212   720  1195 I A02700/multimodalinput/osfingersense: fingersense_classify_touch: inference = 0
09-17 10:59:02.218  2662  2662 D A04215/com.ohos.sceneboard/WMSHierarchy: on session click, requestFocus: false
09-17 10:59:02.218  2662  2662 I A04215/com.ohos.sceneboard/WMSHierarchy: request top id: 2399, 5
09-17 10:59:02.218  2662  2662 I A04215/com.ohos.sceneboard/WMSHierarchy: onRaiseSceneToTop with persistentId:2399
09-17 10:59:02.219  2662  2662 D A04215/com.ohos.sceneboard/WMSHierarchy: refreshZorder bypass, isCoreEnable: true
09-17 10:59:02.230  4784  4784 I A01A1A/.huawei.hms.floatingnavigation/FloatingNavigation: : DeviceUtil: getOrientation start.
09-17 10:59:02.231  4784  4784 I A01A1A/.huawei.hms.floatingnavigation/FloatingNavigation: : DeviceUtil: getOrientation success. orient: 0
09-17 10:59:02.231  4784  4784 W A01A1A/.huawei.hms.floatingnavigation/FloatingNavigation: : ThreeKeysNaviViewEvent: display orientation callback, the value of orientation remains unchanged.
09-17 10:59:02.307   720  1195 I A02700/multimodalinput/osfingersense: fingersense_touch_up: touch up
09-17 10:59:02.307   720  1195 D A02700/multimodalinput/osfingersense: touch up id: 0
09-17 10:59:02.318  2662  2662 D A01B00/com.ohos.sceneboard/SingleManager: We find object RecentDockModel array.
09-17 10:59:02.335  1134  1800 E A03101/aptouch_daemon/afehal: Send cmd:C7 43 
09-17 10:59:02.343  1134  1800 E A03101/aptouch_daemon/afehal: Non-frame packet:A5,01,00,00
09-17 10:59:02.348  1134  1800 E A03101/aptouch_daemon/afehal: thp_afe_clear_status, status=0x00000100
09-17 10:59:02.399  1134  1800 E A03101/aptouch_daemon/afehal: Send cmd:C7 45 
09-17 10:59:02.402  1134  1800 E A03101/aptouch_daemon/afehal: Non-frame packet:A5,01,00,00
09-17 10:59:02.529  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Load begin, modelSize=122166691, initialized=1
09-17 10:59:02.529  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Releasing previously loaded model resources
09-17 10:59:02.529  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Checking offline model compatibility
09-17 10:59:02.888  2774 21217 D A00007/com.huawei.hmos.aidataservice/PoissonEngine: DEBUG|{[multi_segment_manager.cpp:1326] Stable segment number is 0, no need merge.}
09-17 10:59:02.973  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Compatibility check completed, compatibility=1
09-17 10:59:02.973  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Constructing compilation from offline model buffer
09-17 10:59:02.973  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Compilation constructed successfully
09-17 10:59:02.973  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Setting compilation device, deviceId=8987859593747354028
09-17 10:59:02.973  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Compilation device configured
09-17 10:59:02.973  5518  5518 I A03200/io.github.lugf027.ohoscannkit/CannKitCost: Setting model execution order to NPU
09-17 10:59:02.973  5518  5518 E A03200/io.github.lugf027.ohoscannkit/CannKitCost: Load failed at SetModelDeviceOrder, code=1
09-17 10:59:03.071  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:03.072  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:17 have no task
09-17 10:59:03.856  4784  4784 I A01A1A/.huawei.hms.floatingnavigation/FloatingNavigation: : DeviceUtil: getOrientation start.
09-17 10:59:03.857  4784  4784 I A01A1A/.huawei.hms.floatingnavigation/FloatingNavigation: : DeviceUtil: getOrientation success. orient: 0
09-17 10:59:03.857  4784  4784 W A01A1A/.huawei.hms.floatingnavigation/FloatingNavigation: : ThreeKeysNaviViewEvent: display orientation callback, the value of orientation remains unchanged.
09-17 10:59:04.076  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:04.076  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:18 have no task
09-17 10:59:04.760  4930  4930 I A00F00/om.huawei.hmos.aidataservice.1/AIDispatcherEngineOH: BaseSdkPresenter: release service
09-17 10:59:04.761  4930  4930 I A00F00/om.huawei.hmos.aidataservice.1/AIDispatcherEngineOH: AiDataServiceManager: unbindService
09-17 10:59:04.761  4930  4930 I A00F00/om.huawei.hmos.aidataservice.1/AIDispatcherEngineOH: AiDataServiceManager: unbindService connection: 0
09-17 10:59:04.761  2774  2774 I A00F00/com.huawei.hmos.aidataservice/AIDispatcherEngineOH: BaseSdkPresenter: release service
09-17 10:59:04.762  2774  2774 I A00F00/com.huawei.hmos.aidataservice/AIDispatcherEngineOH: DataManagerService: unbindService
09-17 10:59:04.762  2774  2774 I A00F00/com.huawei.hmos.aidataservice/AIDispatcherEngineOH: DataManagerService: unbindService connection: 3465
09-17 10:59:04.763  4930  4930 D A00F00/om.huawei.hmos.aidataservice.1/160003329: TimeoutUtil: clearTimeout
09-17 10:59:04.768  2774  2774 I A00F00/com.huawei.hmos.aidataservice/AIDispatcherEngineOH: AiProcessService: unbindService
09-17 10:59:04.768  2774  2774 W A00F00/com.huawei.hmos.aidataservice/AIDispatcherEngineOH: AiProcessService: invalid connection, no need to unbind.
09-17 10:59:04.769  4930  4930 I A00F00/om.huawei.hmos.aidataservice.1/160003329: BaseSdkStrategy: onDisconnect AiDataService: 
09-17 10:59:04.773  4930  4930 I A00F00/om.huawei.hmos.aidataservice.1/160003329: DataManagerServiceAbility: service disconnected
09-17 10:59:04.776  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: BaseSdkStrategy: onDisconnect DataManagerService: 
09-17 10:59:04.792  4930  4930 I A00F00/om.huawei.hmos.aidataservice.1/160003329: DataManagerServiceAbility: service onDestroy
09-17 10:59:04.812  2712  5369 D A02113/com.ohos.FusionSearch/FusionSearchService: HeartBeat in cpp
09-17 10:59:04.812  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: HeartBeat, normal,cost:1
09-17 10:59:04.822  2662  2662 W A01A00/com.ohos.sceneboard/SYS_UI: AppLifeCycleManager: onProcessDied, uid: 20020027, bundleName: com.huawei.hmos.aidataservice, pid: 4930
09-17 10:59:05.086  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:05.086  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND start process window:19
09-17 10:59:05.086  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, taskId:51866 is interval,will register to timeWheel again!
09-17 10:59:05.087  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51866 to wheelType:SECOND window:29.total taskCount:2
09-17 10:59:05.087  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, taskId:51867 is interval,will register to timeWheel again!
09-17 10:59:05.088  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51867 to wheelType:SECOND window:29.total taskCount:3
09-17 10:59:05.088  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start process taskId:51866 taskName:releaseSearch
09-17 10:59:05.088  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: [SearchCaller], pollingReleaseSearch invoke
09-17 10:59:05.088  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, cancel taskId:51868 success.
09-17 10:59:05.089  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51869 to wheelType:MINUTE window:0.total taskCount:4
09-17 10:59:05.089  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, register taskName:EfficiencyResourcesUtil_resetEfficiencyResourceLatter success taskId:51869!
09-17 10:59:05.089  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start process taskId:51867 taskName:pollingReleaseAgent
09-17 10:59:05.090  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: [AgentCaller], polling release Agent start.
09-17 10:59:05.090  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND end process window:19
09-17 10:59:05.091  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, end process taskId:51867 taskName:pollingReleaseAgent 
09-17 10:59:05.091  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, end process taskId:51866 taskName:releaseSearch 
09-17 10:59:06.088  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:06.088  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:20 have no task
09-17 10:59:07.100  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:07.100  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:21 have no task
09-17 10:59:07.889  2774 21217 D A00007/com.huawei.hmos.aidataservice/PoissonEngine: DEBUG|{[multi_segment_manager.cpp:1326] Stable segment number is 0, no need merge.}
09-17 10:59:08.104  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:08.104  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND start process window:22
09-17 10:59:08.104  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, taskId:51865 is interval,will register to timeWheel again!
09-17 10:59:08.105  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51865 to wheelType:SECOND window:45.total taskCount:3
09-17 10:59:08.105  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start process taskId:51865 taskName:releaseMemory
09-17 10:59:08.105  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: [SearchCaller], pollingReleaseCoreMemory invoke
09-17 10:59:08.105  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, cancel taskId:51869 success.
09-17 10:59:08.106  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51870 to wheelType:MINUTE window:0.total taskCount:4
09-17 10:59:08.106  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, register taskName:EfficiencyResourcesUtil_resetEfficiencyResourceLatter success taskId:51870!
09-17 10:59:08.106  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND end process window:22
09-17 10:59:08.107  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, end process taskId:51865 taskName:releaseMemory 
09-17 10:59:08.790 27472 27472 I A00001/AppGalleryService/NK_COMM_TS: Wifi netQosChange info, type: 2, upBandwidth: 247838577, downBandwidth: 237989386, upRate: 59114, downRate: 136097, rtt: 4, upBufferDelay: 14, upBufferCongestionPercent: 1
09-17 10:59:09.108  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:09.108  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:23 have no task
09-17 10:59:10.112  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:10.112  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:24 have no task
09-17 10:59:11.114  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:11.114  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:25 have no task
09-17 10:59:12.116  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:12.116  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:26 have no task
09-17 10:59:13.128  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:13.128  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:27 have no task
09-17 10:59:14.143  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:14.144  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:28 have no task
09-17 10:59:14.323  2774  3998 I A00F00/com.huawei.hmos.aidataservice/160003329: monitorMemory: aidataservice memory: 73498
09-17 10:59:14.813  2712  5369 D A02113/com.ohos.FusionSearch/FusionSearchService: HeartBeat in cpp
09-17 10:59:14.813  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: HeartBeat, normal,cost:1
09-17 10:59:15.148  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:15.148  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND start process window:29
09-17 10:59:15.148  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, taskId:51866 is interval,will register to timeWheel again!
09-17 10:59:15.148  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51866 to wheelType:SECOND window:39.total taskCount:2
09-17 10:59:15.148  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, taskId:51867 is interval,will register to timeWheel again!
09-17 10:59:15.148  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51867 to wheelType:SECOND window:39.total taskCount:3
09-17 10:59:15.148  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start process taskId:51866 taskName:releaseSearch
09-17 10:59:15.149  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: [SearchCaller], pollingReleaseSearch invoke
09-17 10:59:15.149  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, cancel taskId:51870 success.
09-17 10:59:15.149  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, success add taskId:51871 to wheelType:MINUTE window:0.total taskCount:4
09-17 10:59:15.149  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, register taskName:EfficiencyResourcesUtil_resetEfficiencyResourceLatter success taskId:51871!
09-17 10:59:15.149  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start process taskId:51867 taskName:pollingReleaseAgent
09-17 10:59:15.149  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: [AgentCaller], polling release Agent start.
09-17 10:59:15.149  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND end process window:29
09-17 10:59:15.150  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, end process taskId:51867 taskName:pollingReleaseAgent 
09-17 10:59:15.150  2712  2712 I A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, end process taskId:51866 taskName:releaseSearch 
09-17 10:59:16.151  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:16.152  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:30 have no task
09-17 10:59:17.157  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:17.157  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:31 have no task
09-17 10:59:18.160  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:18.160  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:32 have no task
09-17 10:59:19.164  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, start to process wheelType:SECOND
09-17 10:59:19.164  2712  2712 D A02112/com.ohos.FusionSearch/[FusionSearch]100_3.6.3.301.009: TimeWheelManager, wheelType:SECOND window:33 have no task
09-17 10:59:19.189 27472 27472 I A00001/AppGalleryService/NK_COMM_TS: Wifi netQosChange info, type: 2, upBandwidth: 281622600, downBandwidth: 218459891, upRate: 75277, downRate: 170397, rtt: 5, upBufferDelay: 31, upBufferCongestionPercent: 1
09-17 10:59:19.288  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: WifiScanAbility: result: 1
09-17 10:59:19.302  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: WifiScanAbility: wifi scan info list size is 21
09-17 10:59:19.303  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: Publisher: WifiScan setSize: 1, reqSize: 1
09-17 10:59:19.303  2774  2774 W A00F00/com.huawei.hmos.aidataservice/160003329: Info_Publisher: publish WifiScan
09-17 10:59:19.303  2774  2774 D A00F00/com.huawei.hmos.aidataservice/MessageTrace: mainThread-NotifyDataItem(tell) Send, data_access_module->data_preprocess_module, tag: PublisherHelper, askId: , thread: mainThread
09-17 10:59:19.303  2774  2774 D A00F00/com.huawei.hmos.aidataservice/MessageTrace: mainThread-NotifyDataItem(tell) Received, data_access_module->data_preprocess_module, tag: PublisherHelper, askId: , thread: mainThread
09-17 10:59:19.303  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: DefaultDataPreMgr: dispatchMessage NotifyDataItem
09-17 10:59:19.303  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: DataPreprocessModuleManager: dispatchMessage NotifyDataItem
09-17 10:59:19.304  2774  2774 I A00F00/com.huawei.hmos.aidataservice/160003329: OmReportManager: report Size: 90
09-17 10:59:19.304  2774  2774 D A00F00/com.huawei.hmos.aidataservice/MessageTrace: mainThread-NotifyDataItem(tell) Send, data_preprocess_module->awareness_module, tag: DataProcessMessageHandler, askId: , thread: mainThread
09-17 10:59:19.304  2774  3998 I A00F00/com.huawei.hmos.aidataservice/BaseWorker: worker1-onmessage name: NotifyDataItem
